onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	6	1	EM	2	0	scene	real	21	1	0	0	18	11	7	0.611	0.949	0.611	1
74	50	6	2	EM	2	0	face	real	19	0	1	1	16	10	6	0.625	0.934	0.618	0.5
124	40	6	3	EM	2	0	lexdec	real	14	0	0	0	11	7	4	0.636	0.938	0.622	0.5
164	42	6	4	EM	2	0	face	real	15	1	0	0	12	5	7	0.417	0.803	0.579	0.667
206	18	6	5	EM	2	0	face	catch	3	0	1	0	0	0	0	NaN	0.341	0.579	0.5
224	46	6	6	EM	2	0	scene	real	17	1	0	0	14	8	6	0.571	0.934	0.577	0.6
270	48	6	7	EM	2	0	lexdec	real	18	0	0	0	15	8	7	0.533	0.894	0.57	0.6
318	52	6	8	EM	2	0	lexdec	real	20	0	0	0	17	11	6	0.647	0.857	0.583	0.6
370	38	6	9	EM	2	0	scene	real	13	1	0	0	10	4	6	0.4	0.885	0.566	0.667
408	20	6	10	EM	2	0	scene	catch	4	1	0	0	1	1	0	1	0.479	0.57	0.714
428	44	6	11	EM	2	0	face	real	16	1	0	0	13	8	5	0.615	1.068	0.575	0.75
472	34	6	12	EM	2	0	scene	real	11	1	0	0	8	3	5	0.375	1.041	0.563	0.778
506	28	6	13	EM	2	0	lexdec	catch	8	0	0	0	5	5	0	1	0.869	0.579	0.778
534	36	6	14	EM	2	0	face	real	12	1	0	0	9	3	6	0.333	0.76	0.564	0.8
570	32	6	15	EM	2	0	lexdec	real	10	0	0	0	7	6	1	0.857	0.923	0.577	0.8